"hour","week","temp","htemp","atemp","hum","wind","Y"
2,0,0.270462633451957,0.338323353293413,0.438746438746439,0.397590361445783,0.134328358208955,62
3,0,0.284697508896797,0.317365269461078,0.299145299145299,0.349397590361446,0.417910447761194,49
4,0,0.281138790035587,0.329341317365269,0.307692307692308,0.373493975903614,0.373134328358209,27
5,0,0.263345195729537,0.332335329341317,0.433048433048433,0.397590361445783,0.149253731343284,26
6,0,0.245551601423488,0.287425149700599,0.418803418803419,0.349397590361446,0.149253731343284,50
7,0,0.238434163701068,0.230538922155689,0.313390313390313,0.27710843373494,0.238805970149254,94
8,0,0.224199288256228,0.227544910179641,0.401709401709402,0.289156626506024,0.149253731343284,231
9,0,0.249110320284697,0.209580838323353,0.262108262108262,0.240963855421687,0.432835820895522,450
10,0,0.295373665480427,0.179640718562874,0.282051282051282,0.168674698795181,0.552238805970149,217
11,0,0.345195729537367,0.164670658682635,0.333333333333333,0.120481927710843,0.537313432835821,135
12,0,0.373665480427046,0.170658682634731,0.356125356125356,0.108433734939759,0.567164179104478,166
13,0,0.387900355871886,0.179640718562874,0.35042735042735,0.108433734939759,0.686567164179104,186
14,0,0.430604982206406,0.212574850299401,0.396011396011396,0.108433734939759,0.671641791044776,166
15,0,0.448398576512456,0.278443113772455,0.413105413105413,0.156626506024096,0.671641791044776,168
16,0,0.437722419928826,0.284431137724551,0.407407407407407,0.168674698795181,0.641791044776119,177
17,0,0.430604982206406,0.302395209580838,0.415954415954416,0.192771084337349,0.537313432835821,195
18,0,0.398576512455516,0.323353293413174,0.418803418803419,0.240963855421687,0.373134328358209,239
19,0,0.380782918149466,0.365269461077844,0.378917378917379,0.313253012048193,0.477611940298507,438
20,0,0.370106761565836,0.365269461077844,0.353276353276353,0.325301204819277,0.567164179104478,282
21,0,0.359430604982206,0.365269461077844,0.367521367521368,0.337349397590361,0.432835820895522,197
22,0,0.320284697508897,0.320359281437126,0.327635327635328,0.313253012048193,0.447761194029851,182
23,0,0.298932384341637,0.311377245508982,0.367521367521368,0.325301204819277,0.238805970149254,172
24,0,0.277580071174377,0.230538922155689,0.444444444444444,0.240963855421687,0.164179104477612,99
1,1,0.263345195729537,0.248502994011976,0.433048433048433,0.27710843373494,0.0447761194029851,108
2,1,0.256227758007117,0.269461077844311,0.427350427350427,0.313253012048193,0.149253731343284,129
3,1,0.252669039145907,0.284431137724551,0.336182336182336,0.337349397590361,0.208955223880597,84
4,1,0.238434163701068,0.335329341317365,0.413105413105413,0.433734939759036,0.17910447761194,54
5,1,0.231316725978648,0.347305389221557,0.304843304843305,0.469879518072289,0.238805970149254,33
6,1,0.234875444839858,0.350299401197605,0.41025641025641,0.469879518072289,0.134328358208955,47
7,1,0.231316725978648,0.374251497005988,0.407407407407407,0.518072289156627,0.134328358208955,94
